lyric,album_title,year,track_title,track_number,lyric_normalized,lyric_nostop,lyric_lemma
My song can but borrow your grace,Ever Dream,2002,Ever Dream,1,my song can but borrow your grace,song borrow grace,song borrow grace
"Come out, come out wherever you are",Ever Dream,2002,Ever Dream,1,come out come out wherever you are,come come,come come
So lost in your sea,Ever Dream,2002,Ever Dream,1,so lost in your sea,lost sea,lose sea
"Give in, give in for my touch",Ever Dream,2002,Ever Dream,1,give in give in for my touch,touch,touch
For my taste for my lust,Ever Dream,2002,Ever Dream,1,for my taste for my lust,taste lust,taste lust
Your beauty cascaded on me,Ever Dream,2002,Ever Dream,1,your beauty cascaded on me,beauty cascaded,beauty cascade
In this white night fantasy,Ever Dream,2002,Ever Dream,1,in this white night fantasy,white night fantasy,white night fantasy
"""All I ever craved were the two dreams I shared with you.",Ever Dream,2002,Ever Dream,1,all i ever craved were the two dreams i shared with you,craved dreams shared,craved dream share
"One I now have, will the other one ever dream remain.",Ever Dream,2002,Ever Dream,1,one i now have will the other one ever dream remain,dream remain,dream remain
"For yours I truly wish to be.""",Ever Dream,2002,Ever Dream,1,for yours i truly wish to be,truly wish,truly wish
"In sleep he sang to me, in dreams he came,",Ever Dream,2002,Phantom Of The Opera,2,in sleep he sang to me in dreams he came,sleep sang dreams came,sleep sing dream come
"that voice which calls to me,",Ever Dream,2002,Phantom Of The Opera,2,that voice which calls to me,voice calls,voice call
and speaks my name.,Ever Dream,2002,Phantom Of The Opera,2,and speaks my name,speaks,speak
And do I dream again? For now I find,Ever Dream,2002,Phantom Of The Opera,2,and do i dream again for now i find,dream find,dream find
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2,the phantom of the opera is there,phantom opera,phantom opera
inside my mind.,Ever Dream,2002,Phantom Of The Opera,2,inside my mind,inside mind,inside mind
Sing once again with me our strange duet;,Ever Dream,2002,Phantom Of The Opera,2,sing once again with me our strange duet,sing strange duet,sing strange duet
my power over you grows stronger yet.,Ever Dream,2002,Phantom Of The Opera,2,my power over you grows stronger yet,power grows stronger,power grow strong
"And though you turn from me to glance behind,",Ever Dream,2002,Phantom Of The Opera,2,and though you turn from me to glance behind,turn glance,turn glance
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2,the phantom of the opera is there,phantom opera,phantom opera
inside your mind.,Ever Dream,2002,Phantom Of The Opera,2,inside your mind,inside mind,inside mind
Those who have seen your face,Ever Dream,2002,Phantom Of The Opera,2,those who have seen your face,seen face,see face
draw back in fear.,Ever Dream,2002,Phantom Of The Opera,2,draw back in fear,draw fear,draw fear
"I am the mask you wear,",Ever Dream,2002,Phantom Of The Opera,2,i am the mask you wear,mask wear,mask wear
it's me they hear.,Ever Dream,2002,Phantom Of The Opera,2,it is me they hear,hear,hear
Your spirit and my voice in one combined;,Ever Dream,2002,Phantom Of The Opera,2,your spirit and my voice in one combined,spirit voice combined,spirit voice combine
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2,the phantom of the opera is there,phantom opera,phantom opera
inside my/your mind.,Ever Dream,2002,Phantom Of The Opera,2,inside my your mind,inside mind,inside mind
He's there the phantom of the opera.,Ever Dream,2002,Phantom Of The Opera,2,he is there the phantom of the opera,phantom opera,phantom opera
Beware the phantom of the opera.,Ever Dream,2002,Phantom Of The Opera,2,beware the phantom of the opera,beware phantom opera,beware phantom opera
"In all your fantasies, you always knew",Ever Dream,2002,Phantom Of The Opera,2,in all your fantasies you always knew,fantasies knew,fantasy know
that man and mystery,Ever Dream,2002,Phantom Of The Opera,2,that man and mystery,man mystery,man mystery
were both in you.,Ever Dream,2002,Phantom Of The Opera,2,were both in you,,
"And in this labyrinth where night is blind,",Ever Dream,2002,Phantom Of The Opera,2,and in this labyrinth where night is blind,labyrinth night blind,labyrinth night blind
the Phantom of the opera is here,Ever Dream,2002,Phantom Of The Opera,2,the phantom of the opera is here,phantom opera,phantom opera
inside my/your mind.,Ever Dream,2002,Phantom Of The Opera,2,inside my your mind,inside mind,inside mind
"Sing, my angel of music!",Ever Dream,2002,Phantom Of The Opera,2,sing my angel of music,sing angel music,sing angel music
I went into the wilderness with Uncle Walt,Ever Dream,2002,The Wayfarer,3,i went into the wilderness with uncle walt,went wilderness uncle walt,go wilderness uncle walt
I discovered the wild,Ever Dream,2002,The Wayfarer,3,i discovered the wild,discovered wild,discover wild
Learning to suck all the experience,Ever Dream,2002,The Wayfarer,3,learning to suck all the experience,learning suck experience,learn suck experience
Seeing the world through cradle's bars,Ever Dream,2002,The Wayfarer,3,seeing the world through cradle s bars,seeing world cradle s bars,see world cradle s bar
The wild blessed me with an errant mind,Ever Dream,2002,The Wayfarer,3,the wild blessed me with an errant mind,wild blessed errant mind,wild bless errant mind
Showing the way for the ultimate lore,Ever Dream,2002,The Wayfarer,3,showing the way for the ultimate lore,showing way ultimate lore,show way ultimate lore
"I went around the world, beyond the wild",Ever Dream,2002,The Wayfarer,3,i went around the world beyond the wild,went world wild,go world wild
Finding my home from an ocean shore,Ever Dream,2002,The Wayfarer,3,finding my home from an ocean shore,finding home ocean shore,find home ocean shore
"Wayfarer, heartlander",Ever Dream,2002,The Wayfarer,3,wayfarer heartland,wayfarer heartland,wayfarer heartland
What if I only had,Ever Dream,2002,The Wayfarer,3,what if i only had,,
One more night to live,Ever Dream,2002,The Wayfarer,3,one more night to live,night live,night live
Home is where the way is,Ever Dream,2002,The Wayfarer,3,home is where the way is,home way,home way
My road goes on forever,Ever Dream,2002,The Wayfarer,3,my road goes on forever,road goes forever,road go forever
One more voyage to go,Ever Dream,2002,The Wayfarer,3,one more voyage to go,voyage,voyage
Dead to the world,Ever Dream,2002,The Wayfarer,3,dead to the world,dead world,dead world
Alive for the journey,Ever Dream,2002,The Wayfarer,3,alive for the journey,alive journey,alive journey
Imagine a perfect beach,Ever Dream,2002,Lagoon,4,imagine a perfect beach,imagine perfect beach,imagine perfect beach
Without a mermaid,Ever Dream,2002,Lagoon,4,without a mermaid,mermaid,mermaid
Imagine a perfect hideaway,Ever Dream,2002,Lagoon,4,imagine a perfect hideaway,imagine perfect hideaway,imagine perfect hideaway
Without a time,Ever Dream,2002,Lagoon,4,without a time,time,time
Ocean Soul,Ever Dream,2002,Lagoon,4,ocean soul,ocean soul,ocean soul
Imagine a perfect Eden,Ever Dream,2002,Lagoon,4,imagine a perfect eden,imagine perfect eden,imagine perfect eden
Without a friend without a serpent,Ever Dream,2002,Lagoon,4,without a friend without a serpent,friend serpent,friend serpent
Ocean Soul,Ever Dream,2002,Lagoon,4,ocean soul,ocean soul,ocean soul
Lonely Soul,Ever Dream,2002,Lagoon,4,lonely soul,lonely soul,lonely soul
"""Feeling lonely and content at the same time,",Ever Dream,2002,Lagoon,4,feeling lonely and content at the same time,feeling lonely content time,feel lonely content time
"I believe, is a rare kind of happiness""",Ever Dream,2002,Lagoon,4,i believe is a rare kind of happiness,believe rare kind happiness,believe rare kind happiness
Ocean Soul,Ever Dream,2002,Lagoon,4,ocean soul,ocean soul,ocean soul
Once I had a dream,Once,2004,Dark Chest Of Wonders,1,once i had a dream,dream,dream
And this is it,Once,2004,Dark Chest Of Wonders,1,and this is it,,
Once there was a child's dream,Once,2004,Dark Chest Of Wonders,1,once there was a child s dream,child s dream,child s dream
One night the clock struck twelve,Once,2004,Dark Chest Of Wonders,1,one night the clock struck twelve,night clock struck,night clock strike
The window open wide,Once,2004,Dark Chest Of Wonders,1,the window open wide,window open wide,window open wide
Once there was a child's heart,Once,2004,Dark Chest Of Wonders,1,once there was a child s heart,child s heart,child s heart
The age I learned to fly,Once,2004,Dark Chest Of Wonders,1,the age i learned to fly,age learned fly,age learn fly
And took a step outside,Once,2004,Dark Chest Of Wonders,1,and took a step outside,took step outside,take step outside
Once I knew all the tales,Once,2004,Dark Chest Of Wonders,1,once i knew all the tales,knew tales,know tale
It's time to turn back time,Once,2004,Dark Chest Of Wonders,1,it is time to turn back time,time turn time,time turn time
Follow the pale moonlight,Once,2004,Dark Chest Of Wonders,1,follow the pale moonlight,follow pale moonlight,follow pale moonlight
Once I wished for this night,Once,2004,Dark Chest Of Wonders,1,once i wished for this night,wished night,wish night
Faith brought me here,Once,2004,Dark Chest Of Wonders,1,faith brought me here,faith brought,faith bring
It's time to cut the rope and fly,Once,2004,Dark Chest Of Wonders,1,it is time to cut the rope and fly,time cut rope fly,time cut rope fly
Fly to a dream,Once,2004,Dark Chest Of Wonders,1,fly to a dream,fly dream,fly dream
Far across the sea,Once,2004,Dark Chest Of Wonders,1,far across the sea,far sea,far sea
All the burdens gone,Once,2004,Dark Chest Of Wonders,1,all the burdens gone,burdens gone,burden go
Open the chest once more,Once,2004,Dark Chest Of Wonders,1,open the chest once more,open chest,open chest
Dark chest of wonders,Once,2004,Dark Chest Of Wonders,1,dark chest of wonders,dark chest wonders,dark chest wonder
Seen through the eyes,Once,2004,Dark Chest Of Wonders,1,seen through the eyes,seen eyes,see eye
Of the one with pure heart,Once,2004,Dark Chest Of Wonders,1,of the one with pure heart,pure heart,pure heart
Once so long ago,Once,2004,Dark Chest Of Wonders,1,once so long ago,long ago,long ago
The one in the Big Blue is what the world stole from me,Once,2004,Dark Chest Of Wonders,1,the one in the big blue is what the world stole from me,big blue world stole,big blue world steal
This night will bring him back to me,Once,2004,Dark Chest Of Wonders,1,this night will bring him back to me,night bring,night bring
Fly to a dream...,Once,2004,Dark Chest Of Wonders,1,fly to a dream,fly dream,fly dream
